 X  Y Z          g^2        k          sqrt_kgg    coef       t           zx          zy
 0  0 2.00000000 9.00000000 0.97530864 2.96273147 -0.31067387 4.18988093  2.60337302  2.60337302
 1  0 3.31278217 5.61684029 0.97716767 2.34277501 -0.38742571 5.97875428  2.81922120  4.63264624
 2  0 3.79977417 5.07127179 0.97769970 2.22669731 -0.40621578 6.63272923  2.71929642  5.38863860
 3  0 3.95343387 5.00555112 0.97777162 2.21230328 -0.40867360 6.87147080  3.20922637  5.61637748
 4  0 3.99218750 5.00024414 0.97777751 2.21113687 -0.40887408 6.93641163  4.04431436  5.67223779
 5  0 3.99921787 5.00000435 0.97777777 2.21108415 -0.40888314 6.94851743  5.00592571  5.68226326
 6  0 3.99996948 5.00000001 0.97777778 2.21108320 -0.40888330 6.94982135  6.00034688  5.68333185
 7  0 3.99999988 5.00000000 0.97777778 2.21108319 -0.40888331 6.94987416  7.00000271  5.68337504
 8  0 4.00000000 5.00000000 0.97777778 2.21108319 -0.40888331 6.94987437  8.00000000  5.68337521
 9  0 3.99999988 5.00000000 0.97777778 2.21108319 -0.40888331 6.94987416  8.99999729  5.68337504
10  0 3.99996948 5.00000001 0.97777778 2.21108320 -0.40888330 6.94982135  9.99965312  5.68333185
11  0 3.99921787 5.00000435 0.97777777 2.21108415 -0.40888314 6.94851743 10.99407429  5.68226326
12  0 3.99218750 5.00024414 0.97777751 2.21113687 -0.40887408 6.93641163 11.95568564  5.67223779
13  0 3.95343387 5.00555112 0.97777162 2.21230328 -0.40867360 6.87147080 12.79077363  5.61637748
14  0 3.79977417 5.07127179 0.97769970 2.22669731 -0.40621578 6.63272923 13.28070358  5.38863860
15  0 3.31278217 5.61684029 0.97716767 2.34277501 -0.38742571 5.97875428 13.18077880  4.63264624
 0  1 3.31278217 5.61684029 0.97716767 2.34277501 -0.38742571 5.97875428  4.63264624  2.81922120
 1  1 4.62556434 2.23368058 0.98465810 1.48304136 -0.58932987 6.11849935  3.83197712  3.83197712
 2  1 5.11255634 1.68811208 0.98867716 1.29189700 -0.66656139 6.13584277  3.09187573  4.21218642
 3  1 5.26621604 1.62239141 0.98934372 1.26692650 -0.67817164 6.23340115  3.31495957  4.32009924
 4  1 5.30496967 1.61708443 0.98939991 1.26488861 -0.67913705 6.27210497  4.06655654  4.34546974
 5  1 5.31200004 1.61684464 0.98940246 1.26479645 -0.67918077 6.28009238  5.00889611  4.34994579
 6  1 5.31275165 1.61684031 0.98940251 1.26479479 -0.67918156 6.28097511  6.00052074  4.35042056
 7  1 5.31278205 1.61684029 0.98940251 1.26479478 -0.67918156 6.28101102  7.00000407  4.35043973
 8  1 5.31278217 1.61684029 0.98940251 1.26479478 -0.67918156 6.28101117  8.00000000  4.35043981
 9  1 5.31278205 1.61684029 0.98940251 1.26479478 -0.67918156 6.28101102  8.99999593  4.35043973
10  1 5.31275165 1.61684031 0.98940251 1.26479479 -0.67918156 6.28097511  9.99947926  4.35042056
11  1 5.31200004 1.61684464 0.98940246 1.26479645 -0.67918077 6.28009238 10.99110389  4.34994579
12  1 5.30496967 1.61708443 0.98939991 1.26488861 -0.67913705 6.27210497 11.93344346  4.34546974
13  1 5.26621604 1.62239141 0.98934372 1.26692650 -0.67817164 6.23340115 12.68504043  4.32009924
14  1 5.11255634 1.68811208 0.98867716 1.29189700 -0.66656139 6.13584277 12.90812427  4.21218642
15  1 4.62556434 2.23368058 0.98465810 1.48304136 -0.58932987 6.11849935 12.16802288  3.83197712
 0  2 3.79977417 5.07127179 0.97769970 2.22669731 -0.40621578 6.63272923  5.38863860  2.71929642
 1  2 5.11255634 1.68811208 0.98867716 1.29189700 -0.66656139 6.13584277  4.21218642  3.09187573
 2  2 5.59954834 1.14254358 0.99653445 1.06704454 -0.78804685 5.86516087  3.23393080  3.23393080
 3  2 5.75320804 1.07682291 0.99801827 1.03667205 -0.80793729 5.90312403  3.35534457  3.27326383
 4  2 5.79196167 1.07151593 0.99814603 1.03418054 -0.80961360 5.93268336  4.07504970  3.28229457
 5  2 5.79899204 1.07127614 0.99815184 1.03406782 -0.80968960 5.93942216  5.01003025  3.28387161
