 X  Y Z          g^2        k          sqrt_kgg    coef       t           zx          zy
 0  0 2.00000000 9.00000000 0.98611111 2.97909382 -0.31712154 4.52364302  2.86908924  2.86908924
 1  0 3.31278217 5.61684029 0.98715681 2.35471913 -0.39697036 6.34668634  2.97875254  5.03889275
 2  0 3.79977417 5.07127179 0.98745608 2.23777974 -0.41661734 7.01560663  2.78029964  5.84564668
 3  0 3.95343387 5.00555112 0.98749653 2.22327785 -0.41919017 7.26480201  3.22689504  6.09066724
 4  0 3.99218750 5.00024414 0.98749985 2.22210268 -0.41940006 7.33318714  4.04805530  6.15107822
 5  0 3.99921787 5.00000435 0.98750000 2.22204957 -0.41940955 7.34597304  5.00642594  6.16194248
 6  0 3.99996948 5.00000001 0.98750000 2.22204861 -0.41940972 7.34735133  6.00037617  6.16310113
 7  0 3.99999988 5.00000000 0.98750000 2.22204860 -0.41940972 7.34740716  7.00000294  6.16314797
 8  0 4.00000000 5.00000000 0.98750000 2.22204860 -0.41940972 7.34740738  8.00000000  6.16314816
 9  0 3.99999988 5.00000000 0.98750000 2.22204860 -0.41940972 7.34740716  8.99999706  6.16314797
10  0 3.99996948 5.00000001 0.98750000 2.22204861 -0.41940972 7.34735133  9.99962383  6.16310113
11  0 3.99921787 5.00000435 0.98750000 2.22204957 -0.41940955 7.34597304 10.99357406  6.16194248
12  0 3.99218750 5.00024414 0.98749985 2.22210268 -0.41940006 7.33318714 11.95194470  6.15107822
13  0 3.95343387 5.00555112 0.98749653 2.22327785 -0.41919017 7.26480201 12.77310496  6.09066724
14  0 3.79977417 5.07127179 0.98745608 2.23777974 -0.41661734 7.01560663 13.21970036  5.84564668
15  0 3.31278217 5.61684029 0.98715681 2.35471913 -0.39697036 6.34668634 13.02124746  5.03889275
 0  1 3.31278217 5.61684029 0.98715681 2.35471913 -0.39697036 6.34668634  5.03889275  2.97875254
 1  1 4.62556434 2.23368058 0.99137018 1.48808747 -0.61024279 6.29120666  4.01524756  4.01524756
 2  1 5.11255634 1.68811208 0.99363090 1.29512947 -0.69315863 6.24885704  3.15635735  4.40188472
 3  1 5.26621604 1.62239141 0.99400584 1.26990808 -0.70569166 6.33955570  3.33332196  4.51366355
 4  1 5.30496967 1.61708443 0.99403745 1.26784955 -0.70673462 6.37819989  4.07043273  4.54030647
 5  1 5.31200004 1.61684464 0.99403888 1.26775646 -0.70678186 6.38628984  5.00941419  4.54503384
 6  1 5.31275165 1.61684031 0.99403891 1.26775478 -0.70678271 6.38718691  6.00055107  4.54553609
 7  1 5.31278205 1.61684029 0.99403891 1.26775477 -0.70678272 6.38722343  7.00000431  4.54555638
 8  1 5.31278217 1.61684029 0.99403891 1.26775477 -0.70678272 6.38722357  8.00000000  4.54555646
 9  1 5.31278205 1.61684029 0.99403891 1.26775477 -0.70678272 6.38722343  8.99999569  4.54555638
10  1 5.31275165 1.61684031 0.99403891 1.26775478 -0.70678271 6.38718691  9.99944893  4.54553609
11  1 5.31200004 1.61684464 0.99403888 1.26775646 -0.70678186 6.38628984 10.99058581  4.54503384
12  1 5.30496967 1.61708443 0.99403745 1.26784955 -0.70673462 6.37819989 11.92956727  4.54030647
13  1 5.26621604 1.62239141 0.99400584 1.26990808 -0.70569166 6.33955570 12.66667804  4.51366355
14  1 5.11255634 1.68811208 0.99363090 1.29512947 -0.69315863 6.24885704 12.84364265  4.40188472
15  1 4.62556434 2.23368058 0.99137018 1.48808747 -0.61024279 6.29120666 11.98475244  4.01524756
 0  2 3.79977417 5.07127179 0.98745608 2.23777974 -0.41661734 7.01560663  5.84564668  2.78029964
 1  2 5.11255634 1.68811208 0.99363090 1.29512947 -0.69315863 6.24885704  4.40188472  3.15635735
 2  2 5.59954834 1.14254358 0.99805063 1.06785595 -0.82522537 5.89286342  3.29824837  3.29824837
 3  2 5.75320804 1.07682291 0.99888528 1.03712224 -0.84704944 5.91863725  3.37352580  3.33841046
 4  2 5.79196167 1.07151593 0.99895714 1.03460065 -0.84889139 5.94723575  4.07888371  3.34780208
 5  2 5.79899204 1.07127614 0.99896041 1.03448656 -0.84897491 5.95394398  5.01054262  3.34945510
 6  2 5.79974365 1.07127181 0.99896047 1.03448450 -0.84897642 5.95470644  6.00061711  3.34963031
 7  2 5.79977405 1.07127179 0.99896047 1.03448449 -0.84897642 5.95473762  7.00000482  3.34963738
 8  2 5.79977417 1.07127179 0.99896047 1.03448449 -0.84897642 5.95473774  8.00000000  3.34963741
 9  2 5.79977405 1.07127179 0.99896047 1.03448449 -0.84897642 5.95473762  8.99999518  3.34963738
10  2 5.79974365 1.07127181 0.99896047 1.03448450 -0.84897642 5.95470644  9.99938289  3.34963031
11  2 5.79899204 1.07127614 0.99896041 1.03448656 -0.84897491 5.95394398 10.98945738  3.34945510
12  2 5.79196167 1.07151593 0.99895714 1.03460065 -0.84889139 5.94723575 11.92111629  3.34780208
13  2 5.75320804 1.07682291 0.99888528 1.03712224 -0.84704944 5.91863725 12.62647420  3.33841046
14  2 5.59954834 1.14254358 0.99805063 1.06785595 -0.82522537 5.89286342 12.70175163  3.29824837
15  2 5.11255634 1.68811208 0.99363090 1.29512947 -0.69315863 6.24885704 11.59811528  3.15635735
 0  3 3.95343387 5.00555112 0.98749653 2.22327785 -0.41919017 7.26480201  6.09066724  3.22689504
 1  3 5.26621604 1.62239141 0.99400584 1.26990808 -0.70569166 6.33955570  4.51366355  3.33332196
 2  3 5.75320804 1.07682291 0.99888528 1.03712224 -0.84704944 5.91863725  3.33841046  3.37352580
 3  3 5.90686774 1.01110223 0.99982843 1.00544953 -0.87078191 5.93188899  3.38485092  3.38485092
 4  3 5.94562137 1.00579526 0.99990997 1.00284830 -0.87279025 5.95878879  4.08126207  3.38748777
 5  3 5.95265174 1.00555547 0.99991368 1.00273060 -0.87288134 5.96529016  5.01086015  3.38795102
 6  3 5.95340335 1.00555113 0.99991374 1.00272847 -0.87288299 5.96603352  6.00063570  3.38800010
 7  3 5.95343375 1.00555112 0.99991374 1.00272847 -0.87288299 5.96606395  7.00000497  3.38800208
 8  3 5.95343387 1.00555112 0.99991374 1.00272847 -0.87288299 5.96606407  8.00000000  3.38800209
 9  3 5.95343375 1.00555112 0.99991374 1.00272847 -0.87288299 5.96606395  8.99999503  3.38800208
10  3 5.95340335 1.00555113 0.99991374 1.00272847 -0.87288299 5.96603352  9.99936430  3.38800010
11  3 5.95265174 1.00555547 0.99991368 1.00273060 -0.87288134 5.96529016 10.98913985  3.38795102
