 X  Y Z          g^2        k          sqrt_kgg    coef       t           zx          zy
 0  0 2.00000000 9.00000000 0.77777778 2.64575131 -0.23841681 2.70849738  1.29150262  1.29150262
 1  0 3.31278217 5.61684029 0.79450901 2.11249384 -0.28708202 4.20894151  1.94899789  2.41662283
 2  0 3.79977417 5.07127179 0.79929730 2.01331911 -0.29841018 4.75917552  2.37914400  2.84037282
 3  0 3.95343387 5.00555112 0.79994455 2.00104056 -0.29987518 4.94256348  3.11042894  2.96430427
 4  0 3.99218750 5.00024414 0.79999756 2.00004578 -0.29999451 4.99026864  4.02339146  2.99410636
 5  0 3.99921787 5.00000435 0.79999996 2.00000082 -0.29999990 4.99902295  5.00312792  2.99941279
 6  0 3.99996948 5.00000001 0.80000000 2.00000000 -0.30000000 4.99996186  6.00018310  2.99997711
 7  0 3.99999988 5.00000000 0.80000000 2.00000000 -0.30000000 4.99999985  7.00000143  2.99999991
 8  0 4.00000000 5.00000000 0.80000000 2.00000000 -0.30000000 5.00000000  8.00000000  3.00000000
 9  0 3.99999988 5.00000000 0.80000000 2.00000000 -0.30000000 4.99999985  8.99999857  2.99999991
10  0 3.99996948 5.00000001 0.80000000 2.00000000 -0.30000000 4.99996186  9.99981690  2.99997711
11  0 3.99921787 5.00000435 0.79999996 2.00000082 -0.29999990 4.99902295 10.99687208  2.99941279
12  0 3.99218750 5.00024414 0.79999756 2.00004578 -0.29999451 4.99026864 11.97660854  2.99410636
13  0 3.95343387 5.00555112 0.79994455 2.00104056 -0.29987518 4.94256348 12.88957106  2.96430427
14  0 3.79977417 5.07127179 0.79929730 2.01331911 -0.29841018 4.75917552 13.62085600  2.84037282
15  0 3.31278217 5.61684029 0.79450901 2.11249384 -0.28708202 4.20894151 14.05100211  2.41662283
 0  1 3.31278217 5.61684029 0.79450901 2.11249384 -0.28708202 4.20894151  2.41662283  1.94899789
 1  1 4.62556434 2.23368058 0.86192290 1.38753754 -0.39734309 5.15473333  2.60863767  2.60863767
 2  1 5.11255634 1.68811208 0.89809443 1.23129365 -0.43320207 5.47850941  2.63359505  2.86397166
 3  1 5.26621604 1.62239141 0.90409352 1.21111253 -0.43831133 5.61244003  3.18328399  2.93206073
 4  1 5.30496967 1.61708443 0.90459923 1.20946820 -0.43873293 5.65120224  4.03874013  2.94727574
 5  1 5.31200004 1.61684464 0.90462215 1.20939385 -0.43875202 5.65857643  5.00517816  2.94990153
 6  1 5.31275165 1.61684031 0.90462257 1.20939250 -0.43875236 5.65937500  6.00030311  2.95017824
 7  1 5.31278205 1.61684029 0.90462257 1.20939250 -0.43875236 5.65940737  7.00000237  2.95018940
 8  1 5.31278217 1.61684029 0.90462257 1.20939250 -0.43875236 5.65940750  8.00000000  2.95018945
 9  1 5.31278205 1.61684029 0.90462257 1.20939250 -0.43875236 5.65940737  8.99999763  2.95018940
10  1 5.31275165 1.61684031 0.90462257 1.20939250 -0.43875236 5.65937500  9.99969689  2.95017824
11  1 5.31200004 1.61684464 0.90462215 1.20939385 -0.43875202 5.65857643 10.99482184  2.94990153
12  1 5.30496967 1.61708443 0.90459923 1.20946820 -0.43873293 5.65120224 11.96125987  2.94727574
13  1 5.26621604 1.62239141 0.90409352 1.21111253 -0.43831133 5.61244003 12.81671601  2.93206073
14  1 5.11255634 1.68811208 0.89809443 1.23129365 -0.43320207 5.47850941 13.36640495  2.86397166
15  1 4.62556434 2.23368058 0.86192290 1.38753754 -0.39734309 5.15473333 13.39136233  2.60863767
 0  2 3.79977417 5.07127179 0.79929730 2.01331911 -0.29841018 4.75917552  2.84037282  2.37914400
 1  2 5.11255634 1.68811208 0.89809443 1.23129365 -0.43320207 5.47850941  2.86397166  2.63359505
