 X  Y Z          g^2        k          sqrt_kgg    coef       t           zx          zy
 0  0 2.00000000 9.00000000 0.94444444 2.91547595 -0.29616399 3.66190379  2.16904811  2.16904811
 1  0 3.31278217 5.61684029 0.94862725 2.30830842 -0.36645308 5.37394050  2.54666977  3.93859409
 2  0 3.79977417 5.07127179 0.94982432 2.19472488 -0.38347873 5.99826635  2.61408130  4.60041516
 3  0 3.95343387 5.00555112 0.94998614 2.18064306 -0.38570040 6.21902059  3.17871549  4.79735745
 4  0 3.99218750 5.00024414 0.94999939 2.17950198 -0.38588155 6.27819359  4.03785374  4.84527820
 5  0 3.99921787 5.00000435 0.94999999 2.17945041 -0.38588975 6.28916867  5.00506180  4.85385140
 6  0 3.99996948 5.00000001 0.95000000 2.17944947 -0.38588989 6.29034920  6.00029631  4.85476437
 7  0 3.99999988 5.00000000 0.95000000 2.17944947 -0.38588989 6.29039700  7.00000231  4.85480126
 8  0 4.00000000 5.00000000 0.95000000 2.17944947 -0.38588989 6.29039718  8.00000000  4.85480141
 9  0 3.99999988 5.00000000 0.95000000 2.17944947 -0.38588989 6.29039700  8.99999769  4.85480126
10  0 3.99996948 5.00000001 0.95000000 2.17944947 -0.38588989 6.29034920  9.99970369  4.85476437
11  0 3.99921787 5.00000435 0.94999999 2.17945041 -0.38588975 6.28916867 10.99493820  4.85385140
12  0 3.99218750 5.00024414 0.94999939 2.17950198 -0.38588155 6.27819359 11.96214626  4.84527820
13  0 3.95343387 5.00555112 0.94998614 2.18064306 -0.38570040 6.21902059 12.82128451  4.79735745
14  0 3.79977417 5.07127179 0.94982432 2.19472488 -0.38347873 5.99826635 13.38591870  4.60041516
15  0 3.31278217 5.61684029 0.94862725 2.30830842 -0.36645308 5.37394050 13.45333023  3.93859409
 0  1 3.31278217 5.61684029 0.94862725 2.30830842 -0.36645308 5.37394050  3.93859409  2.54666977
 1  1 4.62556434 2.23368058 0.96548072 1.46852836 -0.54552489 5.81448095  3.49121891  3.49121891
 2  1 5.11255634 1.68811208 0.97452361 1.28261650 -0.61169901 5.93311151  2.96890039  3.85040557
 3  1 5.26621604 1.62239141 0.97602338 1.25836876 -0.62153236 6.04247905  3.27981373  3.94961455
 4  1 5.30496967 1.61708443 0.97614981 1.25639033 -0.62234866 6.08124930  4.05913527  3.97243887
 5  1 5.31200004 1.61684464 0.97615554 1.25630086 -0.62238562 6.08905041  5.00790420  3.97642873
 6  1 5.31275165 1.61684031 0.97615564 1.25629924 -0.62238629 6.08990730  6.00046268  3.97685080
 7  1 5.31278205 1.61684029 0.97615564 1.25629924 -0.62238629 6.08994213  7.00000361  3.97686783
 8  1 5.31278217 1.61684029 0.97615564 1.25629924 -0.62238629 6.08994227  8.00000000  3.97686790
 9  1 5.31278205 1.61684029 0.97615564 1.25629924 -0.62238629 6.08994213  8.99999639  3.97686783
10  1 5.31275165 1.61684031 0.97615564 1.25629924 -0.62238629 6.08990730  9.99953732  3.97685080
11  1 5.31200004 1.61684464 0.97615554 1.25630086 -0.62238562 6.08905041 10.99209580  3.97642873
12  1 5.30496967 1.61708443 0.97614981 1.25639033 -0.62234866 6.08124930 11.94086473  3.97243887
13  1 5.26621604 1.62239141 0.97602338 1.25836876 -0.62153236 6.04247905 12.72018627  3.94961455
14  1 5.11255634 1.68811208 0.97452361 1.28261650 -0.61169901 5.93311151 13.03109961  3.85040557
15  1 4.62556434 2.23368058 0.96548072 1.46852836 -0.54552489 5.81448095 12.50878109  3.49121891
 0  2 3.79977417 5.07127179 0.94982432 2.19472488 -0.38347873 5.99826635  4.60041516  2.61408130
 1  2 5.11255634 1.68811208 0.97452361 1.28261650 -0.61169901 5.93311151  3.85040557  2.96890039
 2  2 5.59954834 1.14254358 0.99220251 1.06472279 -0.71307808 5.81422052  3.10684658  3.10684658
 3  2 5.75320804 1.07682291 0.99554111 1.03538470 -0.72935363 5.87449502  3.31922641  3.14384593
 4  2 5.79196167 1.07151593 0.99582858 1.03297928 -0.73072108 5.90581951  4.06742979  3.15210124
